Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
Somerst,8125,FV,2Story,65,7,5,2006,2007,1092,1112,438,0,1550,2,0,2,1,7,0,2007,2,438,0,168,0,241000
Veenker,14963,RL,1Story,38,8,5,1996,1996,1260,1288,0,0,1288,1,1,1,1,4,2,1996,2,500,120,30,0,245500
CollgCr,8767,RL,1Story,65,7,5,2005,2005,1310,1310,0,0,1310,2,0,3,1,6,1,2005,2,400,0,0,0,164990
Sawyer,10200,RL,1Story,60,5,8,1940,1997,672,672,0,0,672,1,0,2,1,4,0,1940,1,240,168,0,0,108000
NoRidge,12090,RL,2Story,93,8,5,1998,1998,1141,1165,1098,0,2263,2,1,4,1,10,1,1998,2,420,144,123,0,258000
Gilbert,10364,RL,2Story,NA,6,5,1995,1996,806,806,766,0,1572,2,1,3,1,7,1,1995,2,373,0,40,0,168000
Sawyer,9991,RL,1Story,NA,4,4,1976,1993,1281,1620,0,0,1620,2,0,3,1,8,1,1993,2,490,120,78,0,150000
SWISU,10480,RL,1.5Fin,51,6,5,1936,1950,1064,1166,0,473,1639,1,0,3,1,6,0,1936,1,240,0,0,0,115000
Crawfor,15576,RL,2Story,63,6,7,1915,1976,840,840,840,0,1680,2,0,4,1,8,0,1960,1,308,0,0,160,177000
NridgHt,14154,RL,2Story,109,7,5,2006,2006,1063,1071,1101,0,2172,2,1,3,1,9,1,2006,3,947,192,62,0,280000
Somerst,10800,FV,2Story,85,8,5,2007,2008,1034,1050,1028,0,2078,2,1,3,1,8,1,2008,3,836,0,102,0,339750
Edwards,9571,RL,1Story,68,5,3,1958,1958,1276,1276,0,0,1276,1,0,3,1,5,0,1958,1,350,0,0,0,60000
Gilbert,34650,RL,1Story,100,5,5,1955,1955,1056,1056,0,0,1056,1,0,3,1,5,0,1955,2,572,264,0,0,145000
Somerst,4403,FV,1Story,NA,7,5,2009,2009,1470,1478,0,0,1478,2,1,2,1,7,1,2009,2,484,0,144,0,222000
OldTown,8960,RM,1Story,56,5,6,1927,1950,1008,1028,0,0,1028,1,0,2,1,5,1,1927,2,360,0,0,130,115000
SawyerW,11228,RL,2Story,59,7,5,1993,1993,1080,1080,1017,0,2097,2,1,3,1,9,1,1993,3,678,196,187,0,228000
Gilbert,8899,RL,1Story,73,7,5,2007,2007,1340,1340,0,0,1340,2,0,3,1,6,0,2007,2,396,100,30,0,181134
Sawyer,7844,RL,2Story,74,6,7,1978,1978,672,672,728,0,1400,1,1,3,1,6,1,1978,2,440,0,0,0,149500
Crawfor,22420,RL,2Story,86,6,6,1918,1950,1370,1370,1254,0,2624,2,1,4,1,10,1,1918,3,864,0,0,0,239000
Edwards,8160,RL,1.5Fin,60,5,6,1940,1950,756,756,378,0,1134,1,1,3,1,7,0,1940,1,240,0,0,0,126000
NAmes,8450,RL,1Story,65,5,6,1968,1968,1056,1056,0,0,1056,1,0,3,1,6,1,1968,1,304,0,85,184,142000
Mitchel,7060,RM,SFoyer,78,7,5,1997,1998,1344,1344,0,0,1344,2,0,2,2,8,0,1997,4,784,0,0,0,206300
NWAmes,16635,RL,1Story,NA,6,7,1977,2000,1602,1602,0,0,1602,2,0,3,1,8,1,1977,2,529,240,0,0,215000
Mitchel,21750,RL,1Story,100,5,5,1954,1954,988,988,0,0,988,1,0,2,1,4,0,1954,2,520,0,0,0,113000
NoRidge,9200,RL,2Story,80,8,5,1998,1998,1470,1470,1160,0,2630,2,1,4,1,8,1,1998,3,696,0,66,0,315000
NAmes,9000,RL,1Story,72,6,5,1956,1956,1196,1196,0,0,1196,1,0,2,1,6,1,1956,1,297,0,44,0,139000
OldTown,3378,RM,2Story,60,7,8,1946,1992,651,707,682,0,1389,1,1,3,1,6,2,1947,1,240,0,0,126,135000
SawyerW,12800,RL,SLvl,NA,7,5,1989,1989,1518,1644,0,0,1644,2,0,2,1,5,1,1989,2,569,80,0,0,275000
NAmes,8593,RL,1Story,77,4,6,1957,1957,907,907,0,0,907,1,0,3,1,5,0,1964,1,352,0,0,0,109008
CollgCr,6762,RL,1Story,64,7,5,2007,2007,1208,1208,0,0,1208,2,0,2,1,6,0,2007,2,628,105,54,0,195400
Timber,11457,RL,1Story,130,6,5,1988,1988,1392,1412,0,0,1412,2,0,3,1,6,1,1988,2,576,0,0,169,175000
BrDale,1680,RM,2Story,21,6,5,1971,1971,483,483,504,0,987,1,1,2,1,4,0,1971,1,264,0,0,0,85400
OldTown,5586,RM,1.5Fin,60,6,7,1920,1998,901,1088,110,0,1198,1,0,4,1,7,0,NA,0,0,0,98,0,79900
BrDale,1920,RM,2Story,24,5,5,1971,1971,765,765,600,0,1365,1,1,2,1,6,0,1971,2,440,240,36,0,122500
Gilbert,10839,RL,2Story,100,6,5,1997,1998,926,926,678,0,1604,2,1,3,1,7,1,1997,2,470,0,36,0,181000
MeadowV,1890,RM,SFoyer,21,4,7,1972,1972,630,630,0,0,630,1,0,1,1,3,0,NA,0,0,88,0,0,81000
CollgCr,10667,RL,2Story,43,7,6,1996,1996,799,827,834,0,1661,2,1,3,1,6,1,1996,2,550,158,61,0,212000
OldTown,4400,RM,1.5Fin,40,6,8,1920,1950,648,734,384,0,1118,1,0,2,1,6,0,1990,2,440,0,0,0,116000
BrkSide,6000,RM,1.5Unf,50,6,7,1926,2004,884,904,0,0,904,1,0,2,1,4,0,1926,1,180,0,0,105,119000
Crawfor,4280,RL,1Story,40,5,6,1913,2002,440,694,0,0,694,1,0,2,1,4,1,1990,1,352,0,0,34,90350
Edwards,12354,RL,1.5Fin,67,6,8,1920,2000,684,684,512,0,1196,1,0,3,1,7,0,2005,2,528,0,46,0,110000
NridgHt,15431,RL,1Story,105,10,5,2008,2008,3094,2402,0,0,2402,2,0,2,1,10,2,2008,3,672,0,72,0,555000
Edwards,12108,RL,1Story,92,4,4,1955,1955,1440,1440,0,0,1440,2,0,4,2,8,0,NA,0,0,0,0,0,118000
BrkSide,6240,RM,1.5Fin,52,5,7,1930,1992,1078,1128,445,0,1573,2,0,3,1,8,1,1930,2,360,0,0,0,162900
Blmngtn,3922,RL,1Story,53,7,5,2006,2007,1258,1258,0,0,1258,2,0,2,1,6,1,2007,3,648,144,16,0,172500
CollgCr,8750,RL,2Story,70,7,5,1994,1995,915,933,975,0,1908,2,1,4,1,8,1,1994,2,493,144,133,0,210000
Edwards,9855,RL,1Story,73,6,5,1956,1956,1436,1689,0,0,1689,1,0,3,1,7,1,1956,2,480,0,0,0,127500
NAmes,16492,RL,1Story,137,6,6,1966,2002,1517,1888,0,0,1888,2,1,2,1,6,1,1966,2,578,0,0,0,190000
Gilbert,11214,RL,2Story,NA,7,5,1998,1999,930,956,930,0,1886,2,1,4,1,10,1,1998,2,431,89,0,0,199900
IDOTRR,8600,RM,1.5Fin,50,6,6,1937,1950,780,780,596,0,1376,2,0,3,1,7,1,1937,1,198,0,0,0,119500
OldTown,6000,RM,1.5Fin,50,3,7,1948,2002,649,679,504,0,1183,1,1,2,1,6,0,1981,1,308,0,176,0,120000
OldTown,5684,RM,1Story,70,6,8,1930,2005,813,813,0,0,813,1,0,2,1,5,0,1932,1,270,0,113,0,110000
ClearCr,70761,RL,1Story,62,7,5,1975,1975,1533,1533,0,0,1533,2,0,2,1,5,2,1975,2,576,200,54,0,280000
Timber,9303,RL,2Story,NA,6,5,1996,1997,872,888,868,0,1756,2,1,3,1,7,0,1996,2,422,144,122,0,204000
Somerst,9000,FV,2Story,75,8,5,2008,2008,768,786,804,0,1590,2,1,3,1,6,0,2008,2,676,0,30,0,210000
Mitchel,9297,RL,1Story,63,5,5,1976,1976,1728,1728,0,0,1728,2,0,4,2,8,0,1976,2,560,0,0,0,188000
NWAmes,9600,RL,1Story,80,7,6,1973,1973,1242,1242,0,0,1242,1,1,3,1,6,1,1973,2,528,0,0,0,175500
OldTown,4571,RM,2Story,34,5,5,1916,1950,624,624,720,0,1344,1,0,4,1,7,0,1916,3,513,0,0,96,98000
ClearCr,53227,RL,1Story,NA,4,6,1954,1994,1364,1663,0,0,1663,1,0,2,1,6,2,1954,2,529,224,137,0,256000
OldTown,5100,RM,2Story,NA,8,7,1925,1996,588,833,833,0,1666,1,0,3,1,7,1,1925,1,228,192,63,0,161000
BrkSide,7015,RL,1.5Fin,NA,5,4,1950,1950,709,979,224,0,1203,1,0,3,1,5,1,1950,1,352,0,0,248,110000
Somerst,8004,FV,2Story,75,8,5,2009,2009,832,832,1103,0,1935,2,1,3,1,8,0,2009,2,552,0,150,0,263435
SWISU,7200,RL,2Story,60,7,9,1936,2007,560,575,560,0,1135,1,0,3,1,6,0,1971,2,576,256,0,0,155000
Sawyer,8281,RL,1Story,60,5,5,1965,1965,864,864,0,0,864,1,0,3,1,5,1,1965,1,360,0,0,236,62383
Crawfor,11988,RL,2Story,74,6,7,1934,1995,715,849,811,0,1660,1,1,3,1,6,1,1939,1,240,0,0,0,188700
CollgCr,8430,RL,1Story,60,5,5,1978,1978,1040,1040,0,0,1040,2,0,3,1,5,0,NA,0,0,0,0,0,124000
Blmngtn,3072,RM,1Story,NA,7,5,2004,2004,1375,1414,0,0,1414,2,0,2,1,6,1,2004,2,398,144,20,0,178740
NAmes,10628,RL,1Story,85,7,5,1970,1970,1277,1277,0,0,1277,1,0,2,1,5,1,1970,2,526,0,0,0,167000
NAmes,9480,RL,2Story,79,5,7,1942,1995,728,888,756,0,1644,1,1,3,1,7,2,1942,1,312,168,0,0,146500
NridgHt,11428,RL,1Story,98,8,5,2006,2006,1626,1634,0,0,1634,2,0,3,1,7,1,2006,3,866,0,44,0,250000
SawyerW,9291,RL,2Story,76,6,5,1993,1993,832,832,878,0,1710,2,1,3,1,7,0,1993,2,506,144,70,0,187000
StoneBr,6820,RL,1Story,NA,8,5,1985,1985,1488,1502,0,0,1502,1,1,1,1,4,0,1985,2,528,0,54,0,212000
NWAmes,11952,RL,2Story,92,7,6,1977,1977,808,1161,808,0,1969,2,1,3,1,8,1,1977,2,534,0,0,0,190000
Edwards,3675,RM,SLvl,35,6,5,2005,2005,547,1072,0,0,1072,1,0,2,1,5,0,2005,2,525,0,28,0,148000
NridgHt,14977,RL,1Story,110,8,5,2006,2007,1976,1976,0,0,1976,2,0,2,1,7,1,2006,3,908,250,63,0,440000
StoneBr,5330,RL,1Story,41,8,5,2000,2000,1494,1652,0,0,1652,2,0,2,1,6,0,2000,2,499,96,48,0,251000
Sawyer,8480,RL,1Story,80,5,6,1963,1963,970,970,0,0,970,1,0,2,1,5,0,1996,2,624,0,24,0,132500
CollgCr,13125,RL,1Story,75,6,5,1997,1998,1478,1493,0,0,1493,2,0,3,1,7,1,1997,2,508,140,39,0,208900
NridgHt,13693,RL,2Story,105,9,5,2006,2006,2153,2069,574,0,2643,2,1,3,1,9,1,2006,3,694,414,84,0,380000
CollgCr,10637,RL,1Story,79,8,5,2007,2008,1705,1718,0,0,1718,2,0,3,1,7,1,2007,3,826,208,44,0,297000
OldTown,5925,RM,1Story,50,4,7,1937,2000,907,1131,0,0,1131,1,0,2,1,7,0,1995,2,672,0,72,0,89471
NridgHt,16033,RL,1Story,98,9,5,2004,2005,1833,1850,0,0,1850,2,0,3,1,8,1,2004,3,772,519,112,0,326000
NridgHt,11846,RL,1Story,72,9,5,2003,2004,1792,1792,0,0,1792,2,0,2,1,6,1,2003,3,874,206,49,0,374000
OldTown,2500,RM,2Story,50,7,8,1915,2005,910,916,910,0,1826,1,1,4,1,7,1,1915,1,164,0,0,0,155000
Mitchel,4500,RM,1Story,32,6,5,1998,1998,1216,1216,0,0,1216,2,0,2,1,5,0,1998,2,402,0,125,0,164000
Sawyer,7758,RL,1Story,NA,5,7,1962,2001,999,999,0,0,999,1,0,3,1,6,0,1963,1,264,0,132,0,132500
NAmes,9600,RL,1Story,80,5,7,1950,2007,1113,1113,0,0,1113,1,0,3,1,5,1,1950,1,264,0,80,120,147000
NAmes,10289,RL,1Story,79,5,7,1965,1965,1073,1073,0,0,1073,1,1,3,1,6,0,1965,2,515,0,0,0,156000
NWAmes,12243,RL,1Story,70,5,6,1971,1971,1484,1484,0,0,1484,2,0,3,1,7,1,1971,2,487,224,0,0,175000
OldTown,10800,RL,1.5Fin,60,5,4,1900,1970,954,1766,648,0,2414,2,0,3,2,10,1,1970,2,520,142,0,0,160000
MeadowV,1526,RM,SFoyer,21,4,8,1970,2002,630,630,0,0,630,1,0,1,1,3,0,1970,1,286,0,0,0,86000
MeadowV,2665,RM,2Story,NA,5,6,1976,1976,264,616,688,0,1304,1,1,3,1,4,1,1976,1,336,141,24,0,115000
NAmes,9490,RL,1.5Fin,79,6,7,1941,1950,806,958,620,0,1578,1,0,3,1,5,2,1941,1,240,0,0,32,133000
Gilbert,15578,RL,2Story,105,6,5,2006,2006,728,728,728,0,1456,2,1,3,1,8,0,2006,2,429,0,0,0,172785
NAmes,7931,RL,1Story,70,5,6,1960,1960,1269,1269,0,0,1269,1,1,3,1,6,1,1964,1,308,0,0,0,155000
OldTown,5784,RM,1Story,50,5,8,1938,1996,190,886,0,0,886,1,0,2,1,4,0,1938,1,273,144,20,80,91300
IDOTRR,7879,C (all),1Story,60,4,5,1920,1950,720,720,0,0,720,1,0,2,1,4,0,NA,0,0,0,523,115,34900
NoRidge,12692,RL,1Story,NA,8,5,1992,1993,3200,3228,0,0,3228,3,0,4,1,10,1,1992,2,546,264,75,291,430000
BrkSide,9120,RL,1.5Fin,60,7,6,1925,1950,1026,1133,687,0,1820,2,0,4,1,8,0,1925,1,240,0,100,0,184000
Sawyer,7800,RL,1Story,65,5,7,1967,2004,864,899,0,0,899,1,0,3,1,5,0,1967,1,288,64,0,0,130000
NAmes,7535,RL,1Story,70,5,7,1958,1985,912,912,0,0,912,1,0,2,1,5,0,1958,1,297,12,285,0,120000
BrDale,1890,RM,2Story,21,6,5,1973,1973,672,672,546,0,1218,1,1,3,1,7,0,1973,1,264,144,28,0,113000
Somerst,9803,FV,2Story,75,7,5,2005,2005,866,866,902,0,1768,2,1,3,1,7,0,2005,2,603,0,108,0,226700
Edwards,9170,RL,1Story,70,5,7,1965,1965,1214,1214,0,0,1214,1,0,2,1,6,0,1965,2,461,0,0,184,140000
Crawfor,15602,RL,1Story,100,7,8,1959,1997,1501,1801,0,0,1801,2,0,1,1,6,2,1959,2,484,0,54,0,289000
NPkVill,2308,RL,2Story,24,6,5,1974,1974,855,855,467,0,1322,2,1,3,1,6,1,1974,2,440,260,0,0,147000
OldTown,7596,RM,2Story,60,5,5,1952,1952,960,960,1000,0,1960,2,0,4,2,10,0,1952,2,400,0,0,0,124500
SawyerW,9554,RL,2Story,80,8,5,1993,1994,777,1065,846,0,1911,2,1,3,1,8,1,1993,2,471,182,81,0,215000
Somerst,7862,FV,1Story,75,6,5,2009,2009,1218,1218,0,0,1218,2,0,2,1,4,0,2009,2,676,0,102,0,208300
OldTown,9600,RM,2Story,60,7,9,1928,2005,689,689,689,0,1378,2,0,3,1,7,1,1928,2,360,0,0,116,161000
NAmes,9600,RL,1Story,80,5,6,1959,1959,1041,1041,0,0,1041,1,0,3,1,6,0,1959,1,270,224,88,0,124500
NAmes,14559,RL,1Story,75,5,7,1951,2000,1008,1363,0,0,1363,1,0,2,1,6,2,1951,1,288,324,42,0,164900
NridgHt,6792,RL,1Story,40,7,5,2005,2006,1368,1368,0,0,1368,2,0,2,1,6,1,2005,2,474,132,35,0,202665
NAmes,9100,RL,1Story,70,5,5,1958,1958,864,864,0,0,864,1,0,3,1,5,0,1964,2,624,0,0,0,129900
Mitchel,9187,RL,1Story,71,6,5,1983,1983,1084,1080,0,0,1080,1,1,3,1,5,0,1983,2,484,120,0,158,134000
Crawfor,10594,RL,1.5Unf,55,5,5,1926,1950,768,789,0,0,789,1,0,2,1,5,0,1926,1,200,0,0,112,96500
NridgHt,12220,RL,1Story,94,10,5,2009,2009,2006,2020,0,0,2020,2,1,3,1,9,1,2009,3,900,156,54,0,402861
NWAmes,10448,RL,SLvl,NA,6,6,1972,1972,689,1378,741,0,2119,2,1,3,1,7,1,1972,2,583,0,104,0,158000
NoRidge,10208,RL,2Story,79,7,5,1996,1997,1264,1277,1067,0,2344,2,1,3,1,7,1,1996,3,889,220,0,0,265000
CollgCr,9531,RL,2Story,NA,6,5,1998,1998,794,882,914,0,1796,2,1,3,1,7,0,1998,2,546,0,36,0,211000
Crawfor,10918,RL,2Story,53,7,9,1926,2004,1276,1276,804,0,2080,1,1,3,1,9,2,1926,1,282,0,0,0,234000
OldTown,10800,RL,2Story,60,4,7,1900,2000,0,694,600,0,1294,2,0,3,2,7,0,NA,0,0,220,114,210,106250
NAmes,11988,RL,1Story,90,6,6,1957,1957,1244,1244,0,0,1244,1,1,3,1,6,2,1957,1,336,0,40,0,150000
BrkSide,5000,RM,1.5Fin,50,6,7,1947,1950,1004,1004,660,0,1664,2,0,3,1,7,2,1950,2,420,0,24,36,159000
Edwards,40094,RL,2Story,130,10,5,2007,2008,3138,3138,1538,0,4676,3,1,3,1,11,1,2007,3,884,208,406,0,184750
NoRidge,11787,RL,2Story,95,7,5,1996,1997,1379,1383,1015,0,2398,2,1,3,1,8,1,1996,3,834,239,60,0,315750
Somerst,7500,FV,1Story,62,7,5,2005,2005,1257,1266,0,0,1266,2,0,3,1,6,1,2005,2,453,38,144,0,176000
NAmes,13300,RL,1Story,70,5,7,1956,2000,928,928,0,0,928,1,0,2,1,4,0,1956,1,252,261,0,156,132000
NridgHt,14948,RL,2Story,67,9,5,2008,2008,1452,1476,1237,0,2713,2,1,3,1,11,1,2008,3,858,126,66,0,446261
Edwards,9098,RL,1Story,58,4,7,1920,2002,528,605,0,0,605,1,0,2,1,5,0,NA,0,0,0,0,144,86000
Crawfor,32668,RL,1Story,NA,6,3,1957,1975,2035,2515,0,0,2515,3,0,4,2,9,2,1975,2,484,0,0,200,200624
Timber,10200,RL,SLvl,85,6,5,1988,1989,1461,1509,0,0,1509,2,0,3,1,5,1,1988,2,600,224,0,0,175000
BrkSide,6155,RM,2Story,60,6,8,1920,1999,611,751,611,0,1362,2,0,3,1,6,0,1920,2,502,0,0,84,128000
NAmes,7200,RL,1Story,60,5,7,1955,2007,0,827,0,0,827,1,0,2,1,5,1,1967,1,392,0,0,0,107500
BrkSide,5000,RL,1Story,50,1,3,1946,1950,0,334,0,0,334,1,0,1,1,2,0,NA,0,0,0,0,0,39300
Gilbert,9056,RL,2Story,74,8,5,2004,2004,707,707,707,0,1414,2,1,3,1,6,1,2004,2,403,100,35,0,178000
Edwards,7000,RL,2Story,70,5,7,1910,1991,1117,820,527,0,1347,1,0,3,1,5,0,NA,0,0,85,0,148,107500
CollgCr,8924,RL,2Story,57,7,5,1998,1999,880,880,844,0,1724,2,1,3,1,8,0,1998,2,527,120,155,0,188000
NAmes,12735,RL,1Story,NA,4,5,1972,1972,864,864,0,0,864,1,0,3,1,5,0,1980,2,576,216,0,0,111250
Sawyer,11553,RL,1Story,NA,5,5,1968,1968,1051,1159,0,0,1159,1,1,3,1,7,1,1968,1,336,466,0,0,158000
CollgCr,11423,RL,1Story,NA,8,5,2001,2002,1581,1601,0,0,1601,2,0,3,1,6,1,2001,2,670,180,0,0,272000
Timber,14601,RL,1Story,85,9,5,2006,2006,1838,1838,0,0,1838,2,0,2,1,8,1,2006,3,765,270,68,0,315000
NoRidge,11000,RL,2Story,NA,8,5,2000,2000,969,997,1288,0,2285,2,1,4,1,8,1,2000,3,648,0,56,0,248000
NWAmes,10140,RL,1Story,78,7,5,1998,1999,1650,1680,0,0,1680,2,0,3,1,7,1,1998,2,583,78,73,0,213250
NAmes,4058,RH,SFoyer,34,7,5,1998,1998,723,767,0,0,767,1,0,1,1,4,0,1998,1,367,120,40,0,133000
Gilbert,17104,RL,2Story,58,7,5,2006,2006,654,664,832,0,1496,2,1,3,1,7,1,2006,2,426,100,24,0,179665
NWAmes,13837,RL,1.5Fin,NA,7,5,1988,1988,1204,1377,806,0,2183,2,1,4,1,9,0,1988,3,786,0,0,0,229000
BrkSide,8737,RL,1.5Fin,70,6,7,1923,1950,1065,915,720,0,1635,1,1,3,1,6,1,1950,2,440,0,38,0,210000
Mitchel,7244,RL,SFoyer,54,5,7,1970,1970,768,768,0,0,768,1,0,2,1,5,0,1987,2,624,104,0,0,129500
OldTown,8235,RM,1Story,49,5,7,1955,1995,825,825,0,0,825,1,0,2,1,4,0,1963,2,720,140,50,0,125000
Somerst,9375,FV,2Story,75,7,5,2003,2004,912,912,1182,0,2094,2,1,4,1,8,1,2003,2,615,182,182,0,263000
NPkVill,4043,RL,1Story,53,6,6,1977,1977,1069,1069,0,0,1069,2,0,2,1,4,0,1977,2,440,0,55,0,140000
OldTown,6000,RM,1Story,50,5,6,1957,1957,928,928,0,0,928,1,0,3,1,5,0,1957,1,288,0,0,0,112500
NridgHt,11146,RL,1Story,87,8,5,2006,2006,1709,1717,0,0,1717,2,0,3,1,7,1,2006,3,908,169,39,0,255500
Edwards,8777,RL,1Story,67,4,5,1949,2003,0,1126,0,0,1126,2,0,2,1,5,0,2002,2,520,0,96,0,108000
NridgHt,10625,RL,2Story,85,7,5,2003,2004,998,1006,1040,0,2046,2,1,3,1,8,1,2003,3,871,320,62,0,284000
BrkSide,6380,RM,1.5Unf,58,5,6,1922,1950,993,1048,0,0,1048,1,0,2,1,5,1,1922,1,280,0,0,116,113000
NAmes,14850,RL,1Story,69,5,5,1957,1957,1092,1092,0,0,1092,1,0,2,1,6,1,1957,1,299,268,0,0,141000
IDOTRR,11040,C (all),1.5Fin,60,4,6,1920,1950,637,897,439,0,1336,1,1,3,1,7,0,1994,1,570,0,47,120,108000
Gilbert,21872,RL,2Story,57,7,5,1996,1997,729,729,717,0,1446,2,1,3,1,6,1,1996,2,406,264,22,0,175000
Blmngtn,3196,RL,1Story,NA,7,5,2003,2004,1374,1557,0,0,1557,2,0,2,1,7,1,2003,2,420,143,20,0,234000
Sawyer,11341,RL,1Story,NA,5,6,1957,1996,1392,1392,0,0,1392,1,1,3,1,5,1,1957,2,528,0,0,0,121500
Mitchel,10010,RL,1Story,77,5,5,1974,1975,1389,1389,0,0,1389,1,0,2,1,6,1,1975,2,418,240,38,0,170000
Edwards,13907,RL,1Story,63,5,6,1940,1969,996,996,0,0,996,1,0,3,1,6,1,NA,0,0,144,0,0,108000
Edwards,21780,RL,1.5Fin,66,6,7,1918,1950,1163,1163,511,0,1674,2,0,4,1,8,1,1955,2,396,72,36,0,185000
NoRidge,13346,RL,2Story,NA,7,5,1992,2000,1095,1166,1129,0,2295,2,1,4,1,9,1,1992,2,590,0,40,0,268000
SWISU,6858,RL,2Story,66,6,4,1915,1950,806,841,806,0,1647,1,1,4,1,6,0,1920,1,216,0,66,136,128000
StoneBr,11198,RL,2Story,77,9,5,2005,2007,1122,1134,1370,0,2504,2,1,4,1,11,1,2005,3,656,144,39,0,325000
NridgHt,10171,RL,1Story,70,7,5,2004,2004,1517,1535,0,0,1535,2,0,3,1,7,0,2004,2,532,0,0,0,214000
SawyerW,12327,RL,1.5Fin,79,8,8,1983,2009,1496,1496,636,0,2132,1,1,1,1,5,1,1983,2,612,349,40,0,316600
NAmes,7032,RL,SFoyer,NA,5,5,1979,1979,943,943,0,0,943,1,0,2,1,4,2,1979,2,600,42,0,0,135960
NAmes,13101,RL,1Story,74,5,5,1965,1965,1728,1728,0,0,1728,2,0,6,2,10,0,1987,2,576,0,0,0,142600
NAmes,7332,RL,1Story,60,6,6,1959,1959,864,864,0,0,864,1,0,2,1,4,0,1959,1,288,168,0,0,120000
Timber,13159,RL,2Story,83,7,5,2009,2009,846,846,846,0,1692,2,1,3,1,6,0,2009,2,650,208,114,0,224500
Gilbert,9967,RL,SLvl,76,7,5,2000,2000,384,774,656,0,1430,2,1,3,1,8,1,2000,2,400,100,0,0,170000
NAmes,10500,RL,SLvl,70,5,7,1971,2005,372,576,533,0,1109,1,0,3,1,5,0,1971,1,288,35,0,0,139000
NAmes,8480,RL,1.5Fin,80,5,5,1947,1950,832,832,384,0,1216,1,0,2,1,6,0,1947,1,336,158,0,102,118500
SWISU,6292,RL,1.5Fin,52,7,7,1928,1950,861,877,600,0,1477,2,0,3,1,6,1,1928,1,216,0,50,0,145000
Sawyer,11777,RL,SLvl,96,5,6,1966,1966,1164,1320,0,0,1320,1,0,3,1,6,2,1966,2,564,160,68,240,164500
Somerst,3604,FV,2Story,34,7,5,2007,2007,689,703,689,0,1392,2,0,2,1,5,0,2007,2,540,0,102,0,146000
OldTown,12150,RM,1.5Fin,81,5,5,1954,1954,1050,1050,745,0,1795,2,0,4,1,7,0,1954,1,352,0,0,0,131500
NAmes,14585,RL,1Story,NA,6,6,1960,1987,1144,1429,0,0,1429,1,0,3,1,7,2,1960,2,572,216,110,0,181900
NridgHt,12704,RL,1Story,98,8,5,2008,2009,2042,2042,0,0,2042,2,1,3,1,8,1,2009,3,1390,0,90,0,253293
Edwards,11841,RL,SFoyer,81,6,5,1990,1990,816,816,0,0,816,1,0,3,1,5,0,NA,0,0,0,32,0,118500
OldTown,13500,RM,2.5Unf,75,10,9,1893,2000,1237,1521,1254,0,2775,3,1,3,1,9,1,1988,2,880,105,502,0,325000
BrkSide,6120,RM,1.5Fin,51,4,7,1935,1995,884,989,584,0,1573,1,0,3,1,6,0,1935,1,240,0,0,54,133000
Timber,11443,RL,1Story,88,8,5,2005,2006,1868,2028,0,0,2028,2,0,2,1,7,2,2005,3,880,326,66,0,369900
BrkSide,10267,RL,1Story,55,6,7,1918,2000,816,838,0,0,838,1,0,2,1,5,0,1961,1,275,0,0,112,130000
Sawyer,8740,RL,SFoyer,74,5,6,1982,1982,840,860,0,0,860,1,0,2,1,4,0,1996,2,528,0,0,0,137000
ClearCr,25095,RL,1Story,65,5,8,1968,2003,1437,1473,0,0,1473,1,0,1,1,5,2,1968,1,452,0,48,0,143000
BrkSide,9100,RM,1Story,50,5,6,1930,1960,742,779,0,156,935,1,0,2,1,4,0,1988,1,308,0,0,0,79500
CollgCr,8320,RL,2Story,64,7,5,2004,2004,770,770,812,0,1582,2,1,3,1,6,0,2004,2,520,0,45,0,185900
NridgHt,13478,RL,2Story,97,10,5,2008,2008,1722,1728,568,0,2296,2,1,3,1,10,1,2008,3,842,382,274,0,451950
Mitchel,6600,RL,1Story,60,5,8,1982,2003,816,816,0,0,816,1,0,2,1,4,0,1985,2,816,0,0,0,138000
CollgCr,4435,RM,1Story,NA,6,5,2003,2003,848,848,0,0,848,1,0,1,1,4,0,2003,2,420,140,0,0,140000
CollgCr,7990,RL,1Story,88,5,6,1975,1975,924,924,0,0,924,1,0,3,1,5,0,1981,1,280,0,0,0,110000
StoneBr,11302,RL,1Story,69,8,5,2005,2006,1814,1826,0,0,1826,2,0,3,1,7,1,2005,3,758,180,75,0,319000
OldTown,3600,RM,2Story,60,6,7,1910,1993,684,684,684,0,1368,1,0,3,1,7,0,1930,1,216,0,158,0,114504
Blmngtn,3922,RL,1Story,53,7,5,2006,2007,1258,1402,0,0,1402,0,2,2,1,7,1,2006,3,648,120,16,0,194201
Crawfor,12984,RL,1Story,80,5,6,1977,1977,1430,1647,0,0,1647,2,0,3,1,7,1,1977,2,621,0,0,0,217500
Blueste,1950,RM,2Story,24,6,6,1980,1980,716,716,840,0,1556,2,1,3,1,6,1,1980,2,452,161,0,0,151000
NridgHt,10927,RL,2Story,74,8,5,2005,2005,1058,1058,846,0,1904,2,1,3,1,8,1,2003,2,736,179,60,0,275000
